Rank,Title,Score,Episodes
6188,Da Nao Tiangong,6.53,Movie
6189,Dance in the Vampire Bund: Special Edition,6.53,Special
6190,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.53,Movie
6191,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6.53,Special
6192,Doraemon (2005) Specials,6.53,Special
6193,Fabre-sensei wa Meitantei,6.53,TV
6194,Gambo,6.53,Movie
6195,Glass no Kantai: La Legende du Vent de l'Univers,6.53,TV
6196,Hagure Yuusha no Aesthetica: Hajirai Ippai,6.53,Special
6197,Higurashi no Naku Koro ni Kira,6.53,OVA
6198,Ie Naki Ko (Movie),6.53,Movie
6199,Kishin Houkou Demonbane (TV),6.53,TV
6200,Kiss Dum: Engage Planet,6.53,TV
6201,Lemon Angel Project,6.53,TV
6202,Meimon! Daisan Yakyuu-bu,6.53,TV
6203,"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",6.53,Special
6204,Mitsubachi Maya no Bouken,6.53,TV
6205,Monster Musume no Oishasan,6.53,TV
6206,Mutekiou Tri-Zenon,6.53,TV
6207,Nanaka 6/17 Special,6.53,Special
6208,NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,6.53,OVA
6209,Ooya-san wa Shishunki!,6.53,TV
6210,Otogi Story Tenshi no Shippo,6.53,TV
6211,Palme no Ki,6.53,Movie
6212,Petit Clover Advance,6.53,Special
6213,PetoPeto-san,6.53,TV
6214,Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,6.53,Movie
6215,Pucca (TV) 2nd Season,6.53,TV
6216,Queen's Blade: Gyokuza wo Tsugu Mono,6.53,TV
6217,Queen's Blade: Utsukushiki Toushi-tachi,6.53,OVA
6218,RobiHachi,6.53,TV
6219,Sango Shou Densetsu: Aoi Umi no Elfie,6.53,Movie
6220,Shuffle! Memories,6.53,TV
6221,Sore Ike! Anpanman,6.53,TV
6222,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.53,Special
6223,Stella Jogakuin Koutou-ka C³-bu,6.53,TV
6224,Kidou Senshi Gundam NT,6.52,Movie
6225,Kidou Senshi Gundam: Tekketsu no Orphans - Tokubetsu-hen,6.52,TV
6226,Kochouki: Wakaki Nobunaga,6.52,TV
6227,Kore ga Watashi no Goshujinsama,6.52,TV
6228,Kuma Miko Specials,6.52,Special
6229,Kyoukai Senki Part 2,6.52,TV
6230,Ling Yu 4th Season,6.52,ONA
6231,Mahou Shoujo Site,6.52,TV
6232,Megami-ryou no Ryoubo-kun.,6.52,TV
6233,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,6.52,TV
6234,Miss Monochrome The Animation 3,6.52,TV
6235,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,6.52,ONA
6236,Nangoku Shounen Papuwa-kun,6.52,TV
6237,Narue no Sekai,6.52,TV
6238,Nyani ga Nyandaa Nyandaa Kamen,6.52,TV
6239,Onipan!,6.52,TV
6240,Peace Maker Kurogane Special,6.52,Special
6241,Persona: Trinity Soul,6.52,TV
6242,Phantasy Star Online 2: Episode Oracle,6.52,TV
6243,Pingu in the City,6.52,TV
6244,Princess Principal: Crown Handler Movie 2 - Revealing Reviews,6.52,Special
6245,Puni Puni☆Poemii,6.52,OVA
6246,Ryuugajou Nanana no Maizoukin: Nanana Nippon Mukashibanashi,6.52,Special
6247,Saki Biyori Animation,6.52,OVA
6248,Sengoku Musou,6.52,TV
6249,Shin Koihime†Musou: Live Revolution,6.52,OVA
6250,Sorairo Utility,6.52,Special
6251,Spirit of Wonder: Shounen Kagaku Club,6.52,OVA
6252,Teekyuu 9,6.52,TV
6253,The King of Fighters: Destiny,6.52,ONA
6254,Toki wa Meguru: Tokyo Station,6.52,ONA
6255,Transformers: Car Robots,6.52,TV
6256,Uchuu Kyoudai: Itten no Hikari,6.52,Movie
6257,Uchuu Senkan Tiramisù II,6.52,TV
6258,Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,6.52,Special
6259,Yaku nara Mug Cup mo,6.52,TV
6260,Yami to Boushi to Hon no Tabibito,6.52,TV
6261,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.52,OVA
6262,"Yuusha, Yamemasu: Kenshuu Ryokou wa Mokuteki wo Miushinau na",6.52,Special
6263,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",6.52,Movie
6264,.hack//Intermezzo,6.52,Special
6265,Action Heroine Cheer Fruits,6.52,TV
6266,Alps no Shoujo Heidi: Alm no Yama-hen,6.52,Movie
6267,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,6.52,Special
6268,Bakumatsu no Spasibo,6.52,Movie
6269,Battle Spirits: Sword Eyes,6.52,TV
6270,Busou Shinki: Install x Dream,6.52,OVA
6271,Carole & Tuesday: Gus to Roddy no Kaisouroku,6.52,Special
6272,ChäoS;Child: Silent Sky,6.52,Movie
6273,Cinnamon the Movie,6.52,Movie
6274,Dragon Quest: Dai no Daibouken,6.52,Movie
6275,Eternal Boys,6.52,TV
6276,Extreme Hearts,6.52,TV
6277,Fight Ippatsu! Juuden-chan!! Specials,6.52,Special
6278,Final Approach,6.52,TV
6279,Fudanshi Koukou Seikatsu,6.52,TV
6280,Future Card Buddyfight Battsu,6.52,TV
6281,Future Card Buddyfight Triple D,6.52,TV
6282,Ginga Tetsudou 999: Eternal Fantasy,6.52,Movie
6283,Granblue Fantasy The Animation Season 2 Extras,6.52,Special
6284,Gun Frontier,6.52,TV
6285,Hamelin no Violin Hiki,6.52,TV
6286,Happy☆Lucky Bikkuriman,6.52,TV
6287,Ikkitousen: Extravaganza Epoch,6.52,OVA
6288,Inugami-san to Nekoyama-san,6.52,TV
6289,Itsuka Tenma no Kuro Usagi,6.52,TV
6290,22/7: 8＋3=?,6.51,Special
6291,91 Days: Mijikai Rousoku,6.51,Special
6292,Ai Monogatari: 9 Love Stories,6.51,OVA
6293,AkaKill! Gekijou,6.51,ONA
6294,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6.51,Special
6295,Arc the Lad,6.51,TV
6296,Area 88 Movie,6.51,Movie
6297,Beyblade Burst,6.51,TV
6298,Beyblade Burst Chouzetsu,6.51,TV
6299,Brothers Conflict OVA,6.51,OVA
6300,Buddy Daddies Intermission: Cherry-Pick,6.51,Special
6301,Buzzer Beater,6.51,TV
6302,Candy Candy: Haru no Yobigoe,6.51,Movie
6303,Chinpui,6.51,TV
6304,Choujikuu Seiki Orguss,6.51,TV
6305,Choujuu Kishin Dancougar: God Bless Dancougar,6.51,OVA
6306,Cinderella Girls Gekijou 3rd Season,6.51,TV
6307,Cosmo Warrior Zero,6.51,TV
6308,Edens Zero (Recap Movie),6.51,ONA
6309,Fate/Extra: Last Encore - Illustrias Tendousetsu,6.51,TV
6310,FLCL Alternative,6.51,Movie
6311,Fuuka,6.51,TV
6312,Gin no Guardian II,6.51,TV
6313,Gundam Evolve,6.51,OVA
6314,Gyakuten Saiban 6 Prologue,6.51,ONA
6315,Hakubo,6.51,Movie
6316,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.51,Special
6317,Honto ni Atta! Reibai Sensei,6.51,TV
6318,Hua Jianghu: Ling Zhu,6.51,ONA
6319,Huyao Xiao Hongniang: Yue Hong 2,6.51,ONA
6320,ID-0,6.51,TV
6321,Ikkitousen: Xtreme Xecutor Specials,6.51,Special
6322,Imouto sae Ireba Ii. (ONA) Specials,6.51,Special
6323,Jian Yu Feng Yun,6.51,ONA
6324,Kimagure Orange☆Road: Shounen Jump Special,6.51,OVA
6325,Kizuna Ichigeki,6.51,Movie
6326,Kokoro Toshokan,6.51,TV
6327,"Kono Naka ni Hitori, Imouto ga Iru!",6.51,TV
6328,Kyousou Giga (TV) Recaps,6.51,Special
6329,La Seine no Hoshi,6.51,TV
6330,Li Shi Zhentan Shiwusuo: A Day in Lungmen,6.51,ONA
6331,Lupin III vs. Cat's Eye,6.51,ONA
6332,Miyakawa-ke no Kuufuku,6.51,ONA
6333,Nande Koko ni Sensei ga!?,6.51,TV
6334,Night Head 2041,6.51,TV
6335,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,6.51,Special
6336,Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,6.51,OVA
6337,Reideen,6.51,TV
6338,Rizelmine,6.51,TV
6339,Rokumon Tengai Mon Colle Knights,6.51,TV
6340,Rudolf to Ippaiattena,6.51,Movie
6341,Sakugan,6.51,TV
6342,Seikimatsu Occult Gakuin Specials,6.51,Special
6343,Seishun Anime Zenshuu,6.51,TV
6344,Sensei no Ojikan: Dokidoki School Hours OVA,6.51,OVA
6345,Shanshui Qing,6.51,Movie
6346,Sky Girls Specials,6.51,Special
6347,Soukou Kihei Votoms: Pailsen Files Movie,6.51,Movie
6348,Street Fighter Zero The Animation,6.51,Movie
6349,Tenchi Muyou! Ryououki 4th Season,6.51,OVA
6350,To Heart 2,6.51,TV
6351,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,6.51,Movie
6352,Touka Gettan,6.51,TV
6353,Trava: Fist Planet,6.51,OVA
6354,Yao Jing Zhong Zhi Shou Ce,6.51,ONA
6355,Yuu☆Yuu☆Hakusho Picture Drama,6.51,Special
6356,Sword Art Online: Full Dive - Opening Eizou,6.50,Movie
6357,Tales of Gekijou,6.50,Special
6358,The iDOLM@STER Million Live! 4-shuunen Kinen PV,6.50,ONA
6359,Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,6.50,Special
6360,Trouble Chocolate,6.50,TV
6361,Xiao Mo Tou Baolu La!,6.50,ONA
6362,Yami Shibai 2,6.50,TV
6363,Yoroiden Samurai Troopers Gaiden,6.50,OVA
6364,Yoru no Yatterman,6.50,TV
6365,Yoza-Quar!,6.50,Special
6366,100-man no Inochi no Ue ni Ore wa Tatteiru,6.50,TV
6367,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.50,Special
6368,Akiba's Trip The Animation,6.50,TV
6369,Aozora Shoujo-tai,6.50,OVA
6370,Astarotte no Omocha!,6.50,TV
6371,Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo,6.50,Movie
6372,Bleach: Gotei 13 Omake,6.50,Special
6373,Cardfight!! Vanguard G,6.50,TV
6374,Cardfight!! Vanguard G Z,6.50,TV
6375,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.50,Special
6376,Chuuzumou,6.50,Movie
6377,D.C.III: Da Capo III,6.50,TV
6378,Dame x Prince Anime Caravan,6.50,TV
6379,Danchigai,6.50,TV
6380,Di Gi Charat Summer Special 2000,6.50,Special
6381,DNA² OVA,6.50,OVA
6382,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,6.50,Special
6383,Eden's Bowy,6.50,TV
6384,Fake,6.50,OVA
6385,Gegege no Kitarou (1971),6.50,TV
6386,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,6.50,OVA
6387,Gundam Build Divers: Battlogue,6.50,ONA
6388,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6.50,TV
6389,HenSemi (TV),6.50,TV
6390,Hero Mask 2nd Season,6.50,ONA
6391,Hidamari Sketch: Chou Hidamatsuri Special,6.50,Special
6392,Himitsu no Akko-chan 2,6.50,TV
6393,Honoo no Mirage,6.50,TV
6394,IGPX: Immortal Grand Prix,6.50,TV
6395,Jing: Shuang Cheng 2nd Season,6.50,ONA
6396,Katasumi no Uroko,6.50,Movie
6397,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.50,TV
6398,Koi to Uso,6.50,TV
6399,Koukaku Kidoutai Arise: Another Mission,6.50,Special
6400,Koukaku no Pandora,6.50,TV
6401,Kurogane no Linebarrels Specials,6.50,Special
6402,Lostorage Conflated WIXOSS: Missing Link,6.50,OVA
6403,Love All Play,6.50,TV
6404,Mahou no Princess Minky Momo: Yume no Naka no Rondo,6.50,OVA
6405,Mama wa Poyopoyo Saurus ga Osuki,6.50,TV
6406,Morita-san wa Mukuchi.,6.50,TV
6407,Muv-Luv Alternative 2nd Season,6.50,TV
6408,Naisho no Tsubomi,6.50,OVA
6409,Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.50,Special
6410,Pokemon: Pika Pika Hoshizora Camp,6.50,Movie
6411,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,6.50,Special
6412,Puchimas!: Petit iDOLM@STER Episode 0,6.50,OVA
6413,Qin Shi Mingyue: Ye Jin Tianming,6.50,TV
6414,Ring ni Kakero 1: Kage Dou-hen,6.50,TV
6415,Seraphim Call,6.50,TV
6416,Shadow Skill,6.50,OVA
6417,Softenni,6.50,TV
6418,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,6.50,ONA
6419,Kigyou Senshi Arslan,6.49,Special
6420,Love Get Chu,6.49,TV
6421,Matsugae wo Musubi,6.49,Movie
6422,Muumin (1972),6.49,TV
6423,Nagasaki 1945: Angelus no Kane,6.49,Movie
6424,Nomad: Megalo Box 2 Short Anime,6.49,Special
6425,Nyoro-n Churuya-san,6.49,ONA
6426,Omoi no Kakera,6.49,Special
6427,Onigamiden,6.49,Movie
6428,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6.49,Special
6429,Pokemon: Pikachu no Dokidoki Kakurenbo,6.49,Movie
6430,Pokemon: Pikachu no Fuyuyasumi,6.49,OVA
6431,Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,6.49,Movie
6432,Shirogane no Ishi: Argevollen,6.49,TV
6433,Sonic: Night of the WereHog,6.49,ONA
6434,The King of Fighters XV,6.49,ONA
6435,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,6.49,TV
6436,Triage X: Recollection XOXO,6.49,OVA
6437,Wakakusa no Yon Shimai,6.49,TV
6438,White Album,6.49,TV
6439,Windaria,6.49,Movie
6440,Xi Xing Ji: Suming Pian,6.49,ONA
6441,Zinba,6.49,TV
6442,Blood Lad: Kanketsu Kinen,6.49,ONA
6443,Bungou to Alchemist: Shinpan no Haguruma,6.49,TV
6444,Bus Gamer,6.49,TV
6445,Devilman,6.49,TV
6446,Dokaben,6.49,TV
6447,Dumbbell Nan Kilo Moteru?: Silverman-Gym Oni Tore Kouza,6.49,Special
6448,Estab-Life: Great Escape,6.49,TV
6449,Imouto sae Ireba Ii. (ONA),6.49,ONA
6450,Jue Ji,6.49,Movie
6451,Amon: Devilman Mokushiroku,6.48,OVA
6452,Assault Lily: Bouquet,6.48,TV
6453,Bakuon!!,6.48,TV
6454,Chameleon (OVA),6.48,OVA
6455,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,6.48,ONA
6456,ClassicaLoid 2nd Season,6.48,TV
6457,Comic Party Revolution,6.48,TV
6458,DD Hokuto no Ken (2013),6.48,TV
6459,Doraemon and Itchy the Stray,6.48,Special
6460,Dragon Ball GT,6.48,TV
6461,Entaku no Kishi Monogatari: Moero Arthur,6.48,TV
6462,Fuyu no Sonata: Joshou - Hatsuyuki no Negai,6.48,Special
6463,Gegege no Kitarou (1985),6.48,TV
6464,Ginga Tetsudou 999: Diamond Ring no Kanata e,6.48,Movie
6465,Ginga Tetsudou 999: Glass no Clair,6.48,Movie
6466,Gundam Build Fighters Specials,6.48,Special
6467,Harukanaru Toki no Naka de 3: Owarinaki Unmei,6.48,Special
6468,HenSemi,6.48,OVA
6469,Hi☆sCoool! SeHa Girls,6.48,TV
6470,Hoero! Bun Bun,6.48,TV
6471,Huan Jie Wang,6.48,ONA
6472,Inochi no Chikyuu: Dioxin no Natsu,6.48,Movie
6473,Iwa Kakeru! Sport Climbing Girls,6.48,TV
6474,Je T'aime,6.48,OVA
6475,K: Missing Kings - Manner Movie,6.48,Movie
6476,Kanokon: Manatsu no Dai Shanikusai Specials,6.48,Special
6477,Kidou Senshi Gundam AGE,6.48,TV
6478,Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,6.48,Movie
6479,Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,6.48,Movie
6480,Ling Yu 3rd Season,6.48,ONA
6481,Min Diao Ju Yi Wen Lu,6.48,ONA
6482,Miss Monochrome The Animation 2,6.48,TV
6483,Murenase! Seton Gakuen Special,6.48,Special
6484,Papa to Odorou,6.48,TV
6485,Peace Maker Kurogane Movie 2: Yuumei,6.48,Movie
6486,Phantom: Requiem for the Phantom Picture Drama,6.48,Special
6487,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,6.48,Special
6488,Pokemon Movie 17: Hakai no Mayu to Diancie,6.48,Movie
6489,Pokemon: Senritsu no Mirage Pokemon,6.48,ONA
6490,Pure-tou no Nakama-tachi,6.48,TV
6491,Puzzle & Dragons Cross,6.48,TV
6492,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow Announcement,6.48,ONA
6493,Saiki Kusuo no Ψ-nan Manner Movie,6.48,Movie
6494,Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,6.48,OVA
6495,Shenyi Jiu Xiaojie,6.48,ONA
6496,Shin Kyojin no Hoshi II,6.48,TV
6497,Shining Tears X Wind,6.48,TV
6498,Tales of the Abyss Special Fan Disc,6.48,Special
6499,Tantei Opera Milky Holmes: Alternative,6.48,Special
6500,Technoroid: Overmind,6.48,TV
6501,Toku: Touken Ranbu - Hanamaru - Setsugetsuka,6.48,Movie
6502,Tono to Issho,6.48,OVA
6503,Yatterman,6.48,TV
6504,Yuugen Kaisha,6.48,OVA
6505,Z/X: Ignition,6.48,TV
6506,Taiyou no Ouji: Horus no Daibouken,6.47,Movie
6507,Teekyuu 2 Specials,6.47,Special
6508,Tetsujin 28-gou,6.47,TV
6509,Uchuu Senshi Baldios,6.47,TV
6510,Upotte!! Miatte Waratte,6.47,OVA
6511,Ai no Gakkou Cuore Monogatari,6.47,TV
6512,Baby Baachan,6.47,TV
6513,Boku to Roboko,6.47,TV
6514,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,6.47,TV
6515,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,6.47,Special
6516,Coppelion,6.47,TV
6517,Dororon Enma-kun Meeramera,6.47,TV
6518,F-Zero: Falcon Densetsu,6.47,TV
6519,Futatsu no Kurumi,6.47,Special
6520,Gakuen Heaven,6.47,TV
6521,Haha wo Tazunete Sanzenri (Movie),6.47,Movie
6522,iDOLM@STER Xenoglossia,6.47,TV
6523,Itou Junji: Collection,6.47,TV
6524,Kaibutsu Oujo Specials,6.47,Special
6525,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,6.47,Special
6526,Ketsuekigata-kun!,6.47,TV
6527,Kidou Keisatsu Patlabor: Reboot,6.47,Movie
6528,Kobo-chan,6.47,TV
6529,Konpeki no Kantai,6.47,OVA
6530,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,6.47,TV
6531,Loveless Specials,6.47,Special
6532,Lupin III: Babylon no Ougon Densetsu,6.47,Movie
6533,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,6.47,Movie
6534,Mirai Nikki (TV): Ura Mirai Nikki,6.47,Special
6535,One Piece: Cry Heart,6.46,Special
6536,One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,6.47,Special
6537,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,6.47,Special
6538,Osomatsu-san Short Film Series,6.47,Special
6539,Patalliro Saiyuuki!,6.47,TV
6540,Patalliro! Stardust Keikaku,6.47,Movie
6541,Pokemon XY: Odemashi Ko Majin Hoopa,6.47,OVA
6542,Pyuu to Fuku! Jaguar,6.47,OVA
6543,Qualidea Code,6.47,TV
6544,Robot Girls Z,6.47,Special
6545,Seizei Ganbare! Mahou Shoujo Kurumi,6.47,ONA
6546,Shounen Hollywood: Holly Stage for 50,6.47,TV
6547,Street Fighter Alpha: Generations,6.47,Movie
6548,Sukuwareru Ramiris,6.47,ONA
6549,Keijo!!!!!!!! Specials,6.46,Special
6550,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,6.46,Special
6551,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,6.46,TV
6552,Kyoushirou to Towa no Sora Specials,6.46,Special
6553,Massugu ni Ikou. 2nd Season,6.46,TV
6554,Miracle☆Train: Oedo-sen e Youkoso,6.46,TV
6555,Miru Tights: Cosplay Satsuei Tights,6.46,Special
6556,Mizugumo Monmon,6.46,Movie
6557,Moetan Specials,6.46,Special
6558,Mugyutto! Black Clover,6.46,ONA
6559,Musaigen no Phantom World: Limitless Phantom World,6.46,Special
6560,Nanatsu no Taizai: Kamigami no Gekirin,6.46,TV
6561,One Piece: Dai Tettei Kaibou! Kouzuki Oden Densetsu!,6.46,Special
6562,Phantom The Animation,6.46,OVA
6563,Precure All Stars Movie: Haru no Carnival♪,6.46,Movie
6564,Ro-Kyu-Bu! SS Recap,6.46,Special
6565,Rozen Maiden: Meitantei Kunkun - Duell Walzer,6.46,Special
6566,Sangokushi: Dai Ni Bu - Choukou Moyu!,6.46,Movie
6567,Shikong Zhi Xi,6.46,ONA
6568,Shoujo Shuumatsu Jugyou,6.46,ONA
6569,Show By Rock!! Short!!,6.46,TV
6570,Shu,6.46,ONA
6571,Shukufuku no Campanella: La Campanella Della Benedizione,6.46,OVA
6572,Teekyuu 3 Specials,6.46,Special
6573,Tekken: Bloodline,6.46,ONA
6574,Tenchi Muyou! Ryououki 5th Season,6.46,OVA
6575,UFO Robo Grendizer tai Great Mazinger,6.46,Movie
6576,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,6.46,Special
6577,Wo de Tian Jie Nu You,6.46,ONA
6578,Yuuki Yuuna wa Yuushabu Shozoku 2,6.46,Movie
6579,Yuuki Yuuna wa Yuushabu Shozoku 3,6.46,Movie
6580,Binan Koukou Chikyuu Bouei-bu Happy Kiss!,6.46,TV
6581,Brothers Conflict: Setsubou,6.46,Special
6582,Canaan: Minorikawa Report 201X Shanghai,6.46,Special
6583,Captain (TV),6.46,TV
6584,Chouriki Robo Galatt,6.46,TV
6585,"Dakara Boku wa, H ga Dekinai. Recap",6.46,Special
6586,Death March kara Hajimaru Isekai Kyousoukyoku,6.46,TV
6587,Di Gi Charat Tsuyu Specials,6.46,Special
6588,Dirty Pair Flash 3,6.46,OVA
6589,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,6.46,OVA
6590,Freezing Vibration Specials,6.46,Special
6591,Hajimete no Gal: Hajimete no Bunkasai,6.46,OVA
6592,Himawari!!,6.46,TV
6593,Hoshizora no Violin,6.46,Movie
6594,Inakappe Taishou,6.46,TV
6595,IS: Infinite Stratos 2,6.46,TV
6596,Jinsei,6.46,TV
6597,Joshikousei: Girl's High Specials,6.46,Special
6598,Jumping,6.46,Movie
6599,Amaenaide yo!!,6.45,TV
6600,Anime Sanjuushi: Aramis no Bouken,6.45,Movie
6601,Bakuretsu Hunters OVA,6.45,OVA
6602,Bikkuriman,6.45,TV
6603,Break Blade: Virgins War,6.45,Special
6604,Citrus,6.45,TV
6605,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.45,OVA
6606,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,6.45,Special
6607,Cross Fight B-Daman eS,6.45,TV
6608,Da Zhu Zai,6.45,ONA
6609,Dahufa,6.45,Movie
6610,Dog Days'': Limone Resort Tenbou Onsen!,6.45,Special
6611,Etotama Specials,6.45,Special
6612,Gangsta. Recap,6.45,Special
6613,Grenadier: Hohoemi no Senshi Specials,6.45,Special
6614,Gundam Build Divers Prologue,6.45,ONA
6615,Ie Naki Ko Remy Specials (2001),6.45,Special
6616,Isekai wa Smartphone to Tomo ni. 2,6.45,TV
6617,Kamiarizuki no Kodomo,6.45,Movie
6618,Karakuri no Kimi,6.45,OVA
6619,Kikou Kai Galient,6.45,TV
6620,Koi to Uso: Isshou no Koi/Koi no Kimochi,6.45,OVA
6621,Kouya no Shounen Isamu,6.45,TV
6622,"Kyou, Koi wo Hajimemasu",6.45,OVA
6623,Miru Tights,6.45,ONA
6624,Mob Psycho Mini,6.45,Special
6625,Mushikago no Cagaster,6.45,ONA
6626,Natsu-iro no Sunadokei,6.45,OVA
6627,Onkyo Seimeitai Noiseman,6.45,Movie
6628,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",6.45,Special
6629,Pokemon Movie 15: Kyurem vs. Seikenshi,6.45,Movie
6630,Pokemon XY SP: Road to Kalos,6.45,Special
6631,Princess Principal: Ange Report,6.45,ONA
6632,PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,6.45,Movie
6633,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,6.45,OVA
6634,"Ququ Bucai, Zaixia Yeguai",6.45,ONA
6635,Ragnarök The Animation,6.45,TV
6636,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,6.45,TV
6637,Sekai no Owari ni Shiba Inu to,6.45,ONA
6638,Senyoku no Sigrdrifa,6.45,TV
6639,Skate-Leading☆Stars,6.45,TV
6640,Souryuuden,6.45,OVA
6641,Taiho Shichau zo in America,6.45,Special
6642,Time Bokan Series: Time Patroltai Otasukeman,6.45,TV
6643,Turn A Gundam I Movie: Earth Light,6.45,Movie
6644,Upotte!!,6.45,ONA
6645,Superflat Monogram,6.44,Special
6646,Takarajima Memorial: Yuunagi to Yobareta Otoko,6.44,OVA
6647,Tantei Kageki Milky Holmes TD,6.44,TV
6648,Toaru Majutsu no Index-tan III,6.44,Special
6649,Vividred Operation,6.44,TV
6650,Xi Xing Ji: Zaijian Wu Kong,6.44,ONA
6651,Yoroiden Samurai Troopers Kikoutei Densetsu,6.44,OVA
6652,Youjuu Toshi,6.44,Movie
6653,Zhongguo Qi Tan,6.44,ONA
6654,009 Re:Cyborg,6.44,Movie
6655,Aikatsu Planet!,6.44,TV
6656,Amemiya-san,6.42,ONA
6657,"Arano no Sakebi Koe: Hoero, Buck",6.44,Special
6658,Arata Kangatari,6.44,TV
6659,Battle Athletess Daiundoukai,6.44,OVA
6660,Cardfight!! Vanguard Gaiden: If,6.44,TV
6661,Chousoku Henkei Gyrozetter,6.44,TV
6662,Cinderella Girls Gekijou: Climax Season,6.44,TV
6663,Clockwork Planet,6.44,TV
6664,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,6.44,OVA
6665,Digimon Survive: Prologue Movie,6.44,ONA
6666,Doraemon: Ganbare! Gian!!,6.44,Movie
6667,Doraemon: Time Machine de Oshougatsu,6.44,Special
6668,Eiyuu Densetsu: Sora no Kiseki The Animation,6.44,OVA
6669,Fushigi no Umi no Nadia Omake Gekijou,6.44,Special
6670,Futakoi,6.44,TV
6671,Gal to Kyouryuu,6.44,TV
6672,Gekiganger 3: The Movie,6.44,OVA
6673,Genei wo Kakeru Taiyou,6.44,TV
6674,Godzilla 1: Kaijuu Wakusei,6.44,Movie
6675,Idol Tenshi Youkoso Youko,6.44,TV
6676,Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,6.44,Special
6677,Kämpfer für die Liebe,6.44,Special
6678,Kiitarou Shounen no Youkai Enikki,6.44,TV
6679,Last Exile: Ginyoku no Fam - Adjournment,6.44,Special
6680,Momotarou Densetsu,6.44,TV
